# Inverse Adding-Doubling 3-16-3 (15 May 2024) 
# C:\Users\LUCUS\Desktop\japan-data\Japan\iad-win-3-16-3\iad.exe -X -i 8 -g 0.9 phantom-with-no-slides.rxt 
#                        Beam diameter =    10.0 mm
#                     Sample thickness =   2.650 mm
#                  Top slide thickness =   0.000 mm
#               Bottom slide thickness =   0.000 mm
#           Sample index of refraction =  (varies with input row)
#        Top slide index of refraction =  1.0000 mm
#     Bottom slide index of refraction =  1.0000 mm
# 
#  Percentage unscattered refl. in M_R =   100.0 %
# Percentage unscattered trans. in M_T =   100.0 %
# 
# Reflection sphere has a baffle between sample and detector
#                      sphere diameter =   100.0 mm
#                 sample port diameter =    21.8 mm
#               entrance port diameter =    18.3 mm
#               detector port diameter =     8.0 mm
#                 detector reflectance =     0.0 %
#                     wall reflectance =    98.0 %
#                 calibration standard =    98.0 %
#
# Transmission sphere has a baffle between sample and detector
#                      sphere diameter =   100.0 mm
#                 sample port diameter =    18.3 mm
#                  third port diameter =     0.0 mm
#               detector port diameter =     8.0 mm
#                 detector reflectance =     0.0 %
#    wall reflectance and cal standard =    98.0 %
#                 calibration standard =   100.0 % (ignored)
#
# 4 input columns with LABELS: L  r  t  n  using the comparison (dual-beam) method.
# No sphere corrections were needed and light was incident at 8 degrees from the normal.
# The inverse routine adapted to the input data.
# 
# 
#                 AD quadrature points =  12
#             AD tolerance for success =   0.00010
#      MC tolerance for mu_a and mu_s' =   0.010 %
#  Photons used to estimate lost light =   100000
#
#     	Measured 	   M_R   	Measured 	   M_T   	Estimated	Estimated	Estimated
##wave	   M_R   	   fit   	   M_T   	   fit   	  mu_a   	  mu_s'  	    g    
# [nm]	  [---]  	  [---]  	  [---]  	  [---]  	  1/mm   	  1/mm   	  [---]  
 520.0	   0.6610	   0.6610	   0.1549	   0.1549	   0.0197	   3.3273	   0.9000	 * 
 510.0	   0.6630	   0.6630	   0.1529	   0.1529	   0.0197	   3.3792	   0.9000	 * 
 500.0	   0.6648	   0.6648	   0.1511	   0.1511	   0.0197	   3.4244	   0.9000	 * 
 490.0	   0.6671	   0.6671	   0.1493	   0.1492	   0.0197	   3.4769	   0.9000	 * 
 480.0	   0.6689	   0.6690	   0.1477	   0.1477	   0.0197	   3.5212	   0.9000	 * 
 470.0	   0.6711	   0.6710	   0.1463	   0.1462	   0.0196	   3.5661	   0.9000	 * 
 460.0	   0.6729	   0.6729	   0.1448	   0.1448	   0.0196	   3.6149	   0.9000	 * 
 450.0	   0.6741	   0.6741	   0.1435	   0.1434	   0.0196	   3.6502	   0.9000	 * 
 440.0	   0.6753	   0.6754	   0.1423	   0.1423	   0.0195	   3.6851	   0.9000	 * 
 430.0	   0.6757	   0.6757	   0.1406	   0.1406	   0.0197	   3.7213	   0.9000	 * 
 420.0	   0.6669	   0.6669	   0.1338	   0.1337	   0.0220	   3.7508	   0.9000	 * 
 410.0	   0.5983	   0.5983	   0.0986	   0.0985	   0.0403	   3.6766	   0.9000	 * 
 400.0	   0.4057	   0.4058	   0.0300	   0.0300	   0.1386	   3.3717	   0.9000	 * 
